"PassengerClass","Sex","No of Siblings or Spouses on Board","No of Parents or Children on Board","Port of Embarkation","Age","Passenger Fare","Survived","id","outlier_flag","Distance Outlier"
"Third","Female",0,0,"Queenstown",18.0,7.8792,"Yes",1007,"No Outlier","false"
"Third","Female",0,0,"Queenstown",15.0,8.0292,"Yes",1008,"No Outlier","false"
"Third","Female",0,0,"Queenstown",35.0,7.75,"No",1009,"No Outlier","false"
"Third","Male",0,0,"Queenstown",24.0,7.75,"No",1010,"No Outlier","false"
"Third","Male",1,0,"Southampton",24.0,16.1,"No",1011,"No Outlier","false"
"Third","Female",1,0,"Southampton",19.0,16.1,"No",1012,"No Outlier","false"
"Third","Female",0,0,"Queenstown",25.0,7.75,"No",1013,"Outlier","false"
"Third","Female",0,0,"Southampton",24.0,8.05,"No",1014,"Outlier","false"
"Third","Female",0,0,"Southampton",27.0,8.05,"No",1015,"No Outlier","false"
"Third","Male",0,0,"Southampton",55.5,8.05,"No",1016,"No Outlier","false"
"Third","Male",0,0,"Queenstown",25.0,7.75,"No",1017,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,7.775,"Yes",1018,"No Outlier","false"
"Third","Male",0,0,"Southampton",23.0,8.05,"No",1019,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.0,7.8958,"No",1020,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,7.8958,"No",1021,"No Outlier","false"
"Third","Male",0,0,"Southampton",28.0,7.8958,"No",1022,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.8958,"No",1023,"No Outlier","false"
"Third","Female",0,0,"Queenstown",25.0,7.8792,"Yes",1024,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.65,"No",1025,"No Outlier","false"
"Third","Male",0,1,"Southampton",6.0,12.475,"Yes",1026,"No Outlier","false"
"Third","Female",0,1,"Southampton",27.0,12.475,"Yes",1027,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1028,"No Outlier","false"
"Third","Female",1,0,"Queenstown",23.0,24.15,"Yes",1029,"No Outlier","false"
"Third","Male",1,0,"Queenstown",25.0,24.15,"No",1030,"No Outlier","false"
"Third","Male",0,0,"Queenstown",22.0,8.4583,"No",1031,"No Outlier","false"
"Third","Male",0,0,"Southampton",34.0,8.05,"No",1032,"No Outlier","false"
"Third","Male",0,0,"Queenstown",25.0,7.75,"No",1033,"No Outlier","false"
"Third","Male",0,0,"Southampton",27.0,7.775,"Yes",1034,"No Outlier","false"
"Third","Male",1,1,"Cherbourg",8.0,15.2458,"Yes",1035,"No Outlier","false"
"Third","Male",1,1,"Cherbourg",9.0,15.2458,"Yes",1036,"No Outlier","false"
"Third","Female",0,2,"Cherbourg",28.0,15.2458,"Yes",1037,"No Outlier","false"
"Third","Female",0,0,"Cherbourg",22.0,7.2292,"Yes",1038,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1039,"No Outlier","false"
"Third","Female",0,0,"Queenstown",25.0,7.7333,"Yes",1040,"No Outlier","false"
"Third","Female",0,0,"Queenstown",24.0,7.75,"Yes",1041,"Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1042,"No Outlier","false"
"Third","Female",1,0,"Queenstown",24.0,15.5,"Yes",1043,"No Outlier","false"
"Third","Female",1,0,"Queenstown",27.0,15.5,"Yes",1044,"No Outlier","false"
"Third","Female",0,0,"Queenstown",25.0,15.5,"Yes",1045,"No Outlier","false"
"Third","Male",0,0,"Southampton",18.0,7.75,"No",1046,"No Outlier","false"
"Third","Male",0,0,"Southampton",22.0,7.8958,"No",1047,"No Outlier","false"
"Third","Female",0,0,"Cherbourg",15.0,7.225,"Yes",1048,"No Outlier","false"
"Third","Female",0,2,"Cherbourg",1.0,15.7417,"Yes",1049,"No Outlier","false"
"Third","Male",1,1,"Cherbourg",20.0,15.7417,"Yes",1050,"No Outlier","false"
"Third","Female",1,1,"Cherbourg",19.0,15.7417,"Yes",1051,"No Outlier","false"
"Third","Male",0,0,"Southampton",33.0,8.05,"No",1052,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.8958,"No",1053,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",27.0,7.2292,"No",1054,"No Outlier","false"
"Third","Female",0,0,"Queenstown",27.0,7.75,"No",1055,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.0,7.8958,"No",1056,"No Outlier","false"
"Third","Male",1,0,"Cherbourg",12.0,11.2417,"Yes",1057,"No Outlier","false"
"Third","Female",1,0,"Cherbourg",14.0,11.2417,"Yes",1058,"No Outlier","false"
"Third","Female",0,0,"Southampton",29.0,7.925,"No",1059,"No Outlier","false"
"Third","Male",0,0,"Southampton",28.0,8.05,"No",1060,"No Outlier","false"
"Third","Female",0,0,"Southampton",18.0,7.775,"Yes",1061,"No Outlier","false"
"Third","Female",0,0,"Southampton",26.0,7.8542,"Yes",1062,"Outlier","false"
"Third","Male",0,0,"Southampton",21.0,7.8542,"No",1063,"No Outlier","false"
"Third","Male",0,0,"Southampton",41.0,7.125,"No",1064,"No Outlier","false"
"Third","Male",0,0,"Southampton",39.0,7.925,"Yes",1065,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,7.8,"No",1066,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",28.5,7.2292,"No",1067,"No Outlier","false"
"Third","Female",0,0,"Southampton",22.0,7.75,"Yes",1068,"No Outlier","false"
"Third","Male",0,0,"Southampton",61.0,6.2375,"No",1069,"No Outlier","false"
"Third","Male",1,0,"Queenstown",25.0,15.5,"No",1070,"No Outlier","false"
"Third","Male",0,0,"Queenstown",23.0,7.8292,"No",1071,"No Outlier","false"
"Third","Female",1,0,"Queenstown",26.0,15.5,"Yes",1072,"No Outlier","false"
"Third","Male",0,0,"Queenstown",25.0,7.7333,"No",1073,"No Outlier","false"
"Third","Male",0,0,"Queenstown",24.0,7.75,"No",1074,"No Outlier","false"
"Third","Male",0,0,"Queenstown",25.0,7.75,"No",1075,"No Outlier","false"
"Third","Male",0,0,"Southampton",23.0,9.225,"No",1076,"No Outlier","false"
"Third","Female",0,0,"Queenstown",25.0,7.75,"No",1077,"Outlier","false"
"Third","Female",0,0,"Queenstown",24.0,7.75,"Yes",1078,"Outlier","false"
"Third","Female",0,0,"Queenstown",26.0,7.8792,"Yes",1079,"No Outlier","false"
"Third","Female",0,0,"Southampton",22.0,7.775,"Yes",1080,"No Outlier","false"
"Third","Male",0,0,"Queenstown",25.0,7.75,"Yes",1081,"No Outlier","false"
"Third","Female",0,0,"Queenstown",20.0,7.8292,"Yes",1082,"No Outlier","false"
"Third","Male",0,1,"Southampton",9.0,3.1708,"Yes",1083,"No Outlier","false"
"Third","Male",0,0,"Southampton",28.0,22.525,"No",1084,"No Outlier","false"
"Third","Male",0,1,"Southampton",42.0,8.4042,"No",1085,"No Outlier","false"
"Third","Male",0,0,"Southampton",22.0,7.3125,"No",1086,"No Outlier","false"
"Third","Female",0,0,"Southampton",31.0,7.8542,"No",1087,"No Outlier","false"
"Third","Male",0,0,"Southampton",28.0,7.8542,"No",1088,"No Outlier","false"
"Third","Male",0,0,"Southampton",32.0,7.775,"Yes",1089,"No Outlier","false"
"Third","Male",0,0,"Southampton",20.0,9.225,"No",1090,"No Outlier","false"
"Third","Female",0,0,"Southampton",23.0,8.6625,"No",1091,"No Outlier","false"
"Third","Female",0,0,"Southampton",20.0,8.6625,"No",1092,"No Outlier","false"
"Third","Male",0,0,"Southampton",20.0,8.6625,"No",1093,"No Outlier","false"
"Third","Male",0,0,"Southampton",16.0,9.2167,"No",1094,"No Outlier","false"
"Third","Female",0,0,"Southampton",31.0,8.6833,"Yes",1095,"No Outlier","false"
"Third","Female",0,0,"Queenstown",26.0,7.6292,"No",1096,"No Outlier","false"
"Third","Male",3,1,"Southampton",2.0,21.075,"No",1097,"No Outlier","false"
"Third","Male",3,1,"Southampton",6.0,21.075,"No",1098,"No Outlier","false"
"Third","Female",3,1,"Southampton",3.0,21.075,"No",1099,"No Outlier","false"
"Third","Female",3,1,"Southampton",8.0,21.075,"No",1100,"No Outlier","false"
"Third","Female",0,4,"Southampton",29.0,21.075,"No",1101,"No Outlier","false"
"Third","Male",4,1,"Southampton",1.0,39.6875,"No",1102,"No Outlier","false"
"Third","Male",4,1,"Southampton",7.0,39.6875,"No",1103,"No Outlier","false"
"Third","Male",4,1,"Southampton",2.0,39.6875,"No",1104,"No Outlier","false"
"Third","Male",4,1,"Southampton",16.0,39.6875,"No",1105,"No Outlier","false"
"Third","Male",4,1,"Southampton",14.0,39.6875,"No",1106,"No Outlier","false"
"Third","Female",0,5,"Southampton",41.0,39.6875,"No",1107,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,8.6625,"No",1108,"No Outlier","false"
"Third","Male",0,0,"Southampton",19.0,14.5,"No",1109,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",25.0,8.7125,"No",1110,"Outlier","false"
"Third","Male",0,0,"Southampton",32.0,7.8958,"No",1111,"No Outlier","false"
"Third","Male",1,1,"Southampton",0.75,13.775,"No",1112,"No Outlier","false"
"Third","Female",1,1,"Southampton",3.0,13.775,"No",1113,"No Outlier","false"
"Third","Female",0,2,"Southampton",26.0,13.775,"No",1114,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.0,"No",1115,"Outlier","false"
"Third","Male",0,0,"Southampton",23.0,7.775,"No",1116,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1117,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,7.925,"No",1118,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.925,"No",1119,"No Outlier","false"
"Third","Male",0,0,"Southampton",22.0,7.25,"No",1120,"No Outlier","false"
"Third","Male",1,0,"Southampton",25.0,7.775,"Yes",1121,"Outlier","false"
"Third","Male",1,1,"Cherbourg",25.0,22.3583,"Yes",1122,"No Outlier","false"
"Third","Female",1,1,"Cherbourg",23.0,22.3583,"Yes",1123,"No Outlier","false"
"Third","Female",0,2,"Cherbourg",26.0,22.3583,"Yes",1124,"No Outlier","false"
"Third","Female",0,0,"Queenstown",26.0,8.1375,"No",1125,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.0,8.05,"No",1126,"No Outlier","false"
"Third","Female",0,0,"Southampton",28.0,7.8958,"No",1127,"No Outlier","false"
"Third","Male",0,0,"Southampton",19.0,7.8958,"No",1128,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.8958,"No",1129,"No Outlier","false"
"Third","Male",1,0,"Southampton",25.0,7.775,"No",1130,"Outlier","false"
"Third","Female",0,0,"Southampton",18.0,7.775,"No",1131,"No Outlier","false"
"Third","Male",0,0,"Southampton",32.0,8.05,"Yes",1132,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.0,7.8958,"No",1133,"No Outlier","false"
"Third","Male",0,0,"Southampton",17.0,8.6625,"No",1134,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.0,8.6625,"No",1135,"Outlier","false"
"Third","Male",0,0,"Southampton",31.0,7.8958,"No",1136,"No Outlier","false"
"Third","Female",0,0,"Southampton",24.0,8.1125,"No",1137,"Outlier","false"
"Third","Male",0,0,"Cherbourg",28.0,7.2292,"No",1138,"No Outlier","false"
"Third","Male",0,0,"Southampton",30.0,7.25,"No",1139,"No Outlier","false"
"Third","Male",0,0,"Southampton",38.0,7.8958,"No",1140,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,8.05,"No",1141,"No Outlier","false"
"Third","Male",4,1,"Queenstown",10.0,29.125,"No",1142,"No Outlier","false"
"Third","Male",4,1,"Queenstown",4.0,29.125,"No",1143,"No Outlier","false"
"Third","Male",4,1,"Queenstown",7.0,29.125,"No",1144,"No Outlier","false"
"Third","Male",4,1,"Queenstown",2.0,29.125,"No",1145,"No Outlier","false"
"Third","Male",4,1,"Queenstown",8.0,29.125,"No",1146,"No Outlier","false"
"Third","Female",0,5,"Queenstown",39.0,29.125,"No",1147,"No Outlier","false"
"Third","Female",0,0,"Southampton",22.0,39.6875,"No",1148,"No Outlier","false"
"Third","Male",0,0,"Southampton",35.0,7.125,"No",1149,"No Outlier","false"
"Third","Female",0,0,"Queenstown",22.0,7.7208,"Yes",1150,"No Outlier","false"
"Third","Male",0,0,"Southampton",40.0,14.5,"No",1151,"No Outlier","false"
"Third","Female",0,0,"Southampton",36.0,14.5,"No",1152,"No Outlier","false"
"Third","Male",1,0,"Southampton",50.0,14.5,"No",1153,"No Outlier","false"
"Third","Female",1,0,"Southampton",47.0,14.5,"No",1154,"No Outlier","false"
"Third","Male",0,0,"Southampton",23.0,8.05,"No",1155,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.775,"No",1156,"No Outlier","false"
"Third","Female",1,1,"Southampton",2.0,20.2125,"No",1157,"No Outlier","false"
"Third","Male",1,1,"Southampton",18.0,20.2125,"No",1158,"No Outlier","false"
"Third","Female",0,2,"Southampton",41.0,20.2125,"No",1159,"No Outlier","false"
"Third","Female",0,0,"Southampton",24.0,8.05,"Yes",1160,"Outlier","false"
"Third","Male",0,0,"Southampton",50.0,8.05,"No",1161,"No Outlier","false"
"Third","Male",0,0,"Southampton",16.0,8.05,"No",1162,"No Outlier","false"
"Third","Male",0,0,"Queenstown",24.0,7.75,"Yes",1163,"No Outlier","false"
"Third","Male",0,0,"Queenstown",25.0,24.15,"No",1164,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",33.0,7.2292,"No",1165,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",25.0,7.225,"No",1166,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",28.0,7.225,"No",1167,"No Outlier","false"
"Third","Male",0,0,"Queenstown",22.0,7.7292,"No",1168,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.575,"No",1169,"No Outlier","false"
"Third","Male",0,0,"Southampton",38.5,7.25,"No",1170,"No Outlier","false"
"Third","Male",8,2,"Southampton",14.5,69.55,"No",1171,"No Outlier","false"
"Third","Male",8,2,"Southampton",14.5,69.55,"No",1172,"No Outlier","false"
"Third","Female",8,2,"Southampton",14.5,69.55,"No",1173,"No Outlier","false"
"Third","Female",8,2,"Southampton",14.5,69.55,"No",1174,"No Outlier","false"
"Third","Female",8,2,"Southampton",14.5,69.55,"No",1175,"No Outlier","false"
"Third","Female",8,2,"Southampton",14.5,69.55,"No",1176,"No Outlier","false"
"Third","Male",8,2,"Southampton",14.5,69.55,"No",1177,"No Outlier","false"
"Third","Male",8,2,"Southampton",14.5,69.55,"No",1178,"No Outlier","false"
"Third","Male",8,2,"Southampton",14.5,69.55,"No",1179,"No Outlier","false"
"Third","Male",1,9,"Southampton",14.5,69.55,"No",1180,"Outlier","false"
"Third","Female",1,9,"Southampton",14.5,69.55,"No",1181,"Outlier","false"
"Third","Male",0,0,"Southampton",24.0,9.325,"No",1182,"No Outlier","false"
"Third","Female",0,0,"Southampton",21.0,7.65,"Yes",1183,"Outlier","false"
"Third","Male",0,0,"Southampton",39.0,7.925,"No",1184,"No Outlier","false"
"Third","Male",2,0,"Cherbourg",22.0,21.6792,"No",1185,"No Outlier","false"
"Third","Male",2,0,"Cherbourg",23.0,21.6792,"No",1186,"No Outlier","false"
"Third","Male",2,0,"Cherbourg",26.0,21.6792,"No",1187,"No Outlier","false"
"Third","Female",1,1,"Southampton",1.0,16.7,"Yes",1188,"No Outlier","false"
"Third","Female",0,2,"Southampton",24.0,16.7,"Yes",1189,"No Outlier","false"
"Third","Female",1,1,"Southampton",4.0,16.7,"Yes",1190,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,9.5,"Yes",1191,"Outlier","false"
"Third","Male",0,0,"Southampton",20.0,8.05,"No",1192,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.5,8.05,"No",1193,"Outlier","false"
"Third","Male",0,0,"Queenstown",25.0,7.725,"No",1194,"No Outlier","false"
"Third","Male",0,0,"Southampton",23.0,7.8958,"No",1195,"No Outlier","false"
"Third","Male",0,0,"Queenstown",25.0,7.75,"No",1196,"No Outlier","false"
"Third","Male",0,0,"Southampton",29.0,9.5,"Yes",1197,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,15.1,"No",1198,"No Outlier","false"
"Third","Female",0,0,"Queenstown",25.0,7.7792,"Yes",1199,"Outlier","false"
"Third","Male",0,0,"Southampton",26.0,8.05,"No",1200,"No Outlier","false"
"Third","Male",0,0,"Southampton",27.0,8.05,"No",1201,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",22.0,7.2292,"No",1202,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.0,8.05,"No",1203,"No Outlier","false"
"Third","Male",0,0,"Southampton",40.0,7.8958,"No",1204,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,7.925,"No",1205,"No Outlier","false"
"Third","Female",0,0,"Southampton",18.0,7.4958,"Yes",1206,"No Outlier","false"
"Third","Male",3,2,"Southampton",4.0,27.9,"No",1207,"No Outlier","false"
"Third","Male",3,2,"Southampton",10.0,27.9,"No",1208,"No Outlier","false"
"Third","Female",3,2,"Southampton",9.0,27.9,"No",1209,"No Outlier","false"
"Third","Female",3,2,"Southampton",2.0,27.9,"No",1210,"No Outlier","false"
"Third","Male",1,4,"Southampton",40.0,27.9,"No",1211,"No Outlier","false"
"Third","Female",1,4,"Southampton",45.0,27.9,"No",1212,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.8958,"No",1213,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1214,"No Outlier","false"
"Third","Male",0,0,"Southampton",22.0,8.6625,"No",1215,"No Outlier","false"
"Third","Male",0,0,"Queenstown",29.0,7.75,"No",1216,"No Outlier","false"
"Third","Female",0,0,"Queenstown",22.0,7.7333,"Yes",1217,"No Outlier","false"
"Third","Male",0,0,"Southampton",19.0,7.65,"No",1218,"No Outlier","false"
"Third","Male",0,0,"Southampton",30.0,8.05,"No",1219,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1220,"No Outlier","false"
"Third","Male",0,0,"Southampton",32.0,8.05,"No",1221,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.8958,"No",1222,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",33.0,8.6625,"No",1223,"No Outlier","false"
"Third","Female",0,0,"Southampton",23.0,7.55,"Yes",1224,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,8.05,"No",1225,"No Outlier","false"
"Third","Male",0,0,"Southampton",60.5,7.725,"No",1226,"No Outlier","false"
"Third","Male",0,0,"Southampton",19.0,7.8958,"No",1227,"No Outlier","false"
"Third","Female",0,0,"Southampton",22.0,9.8375,"No",1228,"No Outlier","false"
"Third","Male",0,0,"Southampton",31.0,7.925,"Yes",1229,"No Outlier","false"
"Third","Male",0,0,"Southampton",27.0,8.6625,"No",1230,"No Outlier","false"
"Third","Female",0,1,"Southampton",2.0,10.4625,"No",1231,"No Outlier","false"
"Third","Female",1,1,"Southampton",29.0,10.4625,"No",1232,"No Outlier","false"
"Third","Male",0,0,"Southampton",16.0,8.05,"Yes",1233,"No Outlier","false"
"Third","Male",0,0,"Southampton",44.0,7.925,"Yes",1234,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.05,"No",1235,"Outlier","false"
"Third","Male",0,0,"Southampton",74.0,7.775,"No",1236,"No Outlier","false"
"Third","Male",0,0,"Southampton",14.0,9.225,"Yes",1237,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.0,7.7958,"No",1238,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.7958,"Yes",1239,"No Outlier","false"
"Third","Male",0,0,"Southampton",34.0,8.05,"No",1240,"No Outlier","false"
"Third","Male",0,1,"Cherbourg",0.4167,8.5167,"Yes",1241,"No Outlier","false"
"Third","Male",1,0,"Cherbourg",25.0,6.4375,"No",1242,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",22.0,6.4375,"No",1243,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",30.0,7.225,"No",1244,"No Outlier","false"
"Third","Female",1,1,"Cherbourg",16.0,8.5167,"Yes",1245,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1246,"No Outlier","false"
"Third","Male",1,0,"Southampton",35.0,16.1,"No",1247,"No Outlier","false"
"Third","Female",1,0,"Southampton",28.0,16.1,"Yes",1248,"No Outlier","false"
"Third","Male",0,0,"Southampton",32.0,7.925,"No",1249,"No Outlier","false"
"Third","Male",0,0,"Queenstown",28.0,7.75,"No",1250,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.8958,"No",1251,"No Outlier","false"
"Third","Male",0,0,"Southampton",30.5,8.05,"No",1252,"No Outlier","false"
"Third","Male",0,0,"Southampton",44.0,8.05,"No",1253,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",29.0,7.2292,"No",1254,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,0.0,"Yes",1255,"Outlier","false"
"Third","Male",0,0,"Cherbourg",28.0,7.2292,"No",1256,"No Outlier","false"
"Third","Male",1,1,"Cherbourg",7.0,15.2458,"Yes",1257,"No Outlier","false"
"Third","Female",1,1,"Cherbourg",9.0,15.2458,"Yes",1258,"No Outlier","false"
"Third","Female",0,2,"Cherbourg",29.0,15.2458,"Yes",1259,"No Outlier","false"
"Third","Male",0,0,"Southampton",36.0,7.8958,"No",1260,"No Outlier","false"
"Third","Female",0,0,"Southampton",18.0,9.8417,"Yes",1261,"No Outlier","false"
"Third","Female",0,0,"Southampton",63.0,9.5875,"Yes",1262,"No Outlier","false"
"Third","Male",1,1,"Southampton",19.0,14.5,"No",1263,"No Outlier","false"
"Third","Male",1,1,"Southampton",11.5,14.5,"No",1264,"No Outlier","false"
"Third","Male",0,2,"Southampton",40.5,14.5,"No",1265,"No Outlier","false"
"Third","Female",0,2,"Southampton",10.0,24.15,"No",1266,"No Outlier","false"
"Third","Male",1,1,"Southampton",36.0,24.15,"No",1267,"No Outlier","false"
"Third","Female",1,1,"Southampton",30.0,24.15,"No",1268,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,9.5,"No",1269,"Outlier","false"
"Third","Male",0,0,"Southampton",33.0,9.5,"No",1270,"No Outlier","false"
"Third","Male",0,0,"Southampton",28.0,9.5,"No",1271,"No Outlier","false"
"Third","Male",0,0,"Southampton",28.0,9.5,"No",1272,"No Outlier","false"
"Third","Male",0,0,"Southampton",47.0,9.0,"No",1273,"No Outlier","false"
"Third","Female",2,0,"Southampton",18.0,18.0,"No",1274,"No Outlier","false"
"Third","Male",3,0,"Southampton",31.0,18.0,"No",1275,"No Outlier","false"
"Third","Male",2,0,"Southampton",16.0,18.0,"No",1276,"No Outlier","false"
"Third","Female",1,0,"Southampton",31.0,18.0,"No",1277,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",22.0,7.225,"Yes",1278,"No Outlier","false"
"Third","Male",0,0,"Southampton",20.0,7.8542,"No",1279,"No Outlier","false"
"Third","Female",0,0,"Southampton",14.0,7.8542,"No",1280,"No Outlier","false"
"Third","Male",0,0,"Southampton",22.0,7.8958,"No",1281,"No Outlier","false"
"Third","Male",0,0,"Southampton",22.0,9.0,"No",1282,"No Outlier","false"
"Third","Male",0,0,"Southampton",24.0,8.05,"No",1283,"No Outlier","false"
"Third","Male",0,0,"Southampton",28.0,7.55,"No",1284,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1285,"No Outlier","false"
"Third","Male",0,0,"Southampton",32.5,9.5,"No",1286,"No Outlier","false"
"Third","Female",0,0,"Cherbourg",38.0,7.2292,"Yes",1287,"No Outlier","false"
"Third","Male",0,0,"Southampton",51.0,7.75,"No",1288,"No Outlier","false"
"Third","Male",1,0,"Southampton",18.0,6.4958,"No",1289,"No Outlier","false"
"Third","Male",1,0,"Southampton",21.0,6.4958,"No",1290,"No Outlier","false"
"Third","Female",1,0,"Southampton",47.0,7.0,"Yes",1291,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.7125,"No",1292,"Outlier","false"
"Third","Male",0,0,"Southampton",29.0,7.55,"No",1293,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,8.05,"No",1294,"No Outlier","false"
"Third","Male",0,0,"Southampton",28.5,16.1,"No",1295,"No Outlier","false"
"Third","Male",0,0,"Southampton",21.0,7.25,"No",1296,"No Outlier","false"
"Third","Male",0,0,"Southampton",27.0,8.6625,"No",1297,"No Outlier","false"
"Third","Male",0,0,"Southampton",25.0,7.25,"No",1298,"Outlier","false"
"Third","Male",0,0,"Southampton",36.0,9.5,"No",1299,"No Outlier","false"
"Third","Male",1,0,"Cherbourg",27.0,14.4542,"No",1300,"No Outlier","false"
"Third","Female",1,0,"Cherbourg",15.0,14.4542,"Yes",1301,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",45.5,7.225,"No",1302,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",34.0,7.225,"No",1303,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",45.5,14.4583,"No",1304,"No Outlier","false"
"Third","Female",1,0,"Cherbourg",14.5,14.4542,"No",1305,"No Outlier","false"
"Third","Female",1,0,"Cherbourg",14.0,14.4542,"No",1306,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",26.5,7.225,"No",1307,"No Outlier","false"
"Third","Male",0,0,"Cherbourg",27.0,7.225,"No",1308,"No Outlier","false"
"Third","Male",0,0,"Southampton",29.0,7.875,"No",1309,"No Outlier","false"
